,address,amount0,amount1,sender,to_address,transaction_hash,timestamp
10,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,802227,476786034980739,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xad9ba15a6b5755aa7931ee4f65a26b94f71df630d42f75fda686a93b623d4e0d,2023-03-16 19:45:00
11,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,148320345813,89222754093518076443,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xec5f351a32205513a5737a1c3883c99fa435b58f25666dc8335f5ae63a3842df,2023-03-16 18:55:00
12,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,11955362802,7197224480564580272,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xa4ddaff0c5bcc41b11386af4488a6ac5f2c3ab03,0xcdb263cbee554f0b2daee5b41ef3a0c73db5bbab3c0bf5e879efa34940dcb9c7,2023-03-16 14:48:00
13,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,13780344,8318439761006913,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xbd21a9729004cbcce6081b117fe8df274e5398169b43d11c4efd34413024dd7f,2023-03-16 13:56:00
14,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,434362548,262331737732981343,0xf164fc0ec4e93095b804a4795bbe1e041497b92a,0xbcc492df37bd4ec651d46d72230e340c9ec1950c,0x06211022c6fdfbabb98727ba2a7057dccc55df9edae8f6df6b819f3a88a5ff68,2023-03-16 02:52:00
15,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,430403052,261787527133099128,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xb0a3c077c94e2cbe72d99f06ee0e1bda8ef78c445981ca2b9c397f0c5de63d57,2023-03-15 15:48:00
16,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2383934311,1456184023513644560,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xe99528fd87a4b98b3edf3db190bae75488e0e033c9ca423f2b016d2049ba5d3c,2023-03-15 15:46:00
17,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,332606,203166974664490,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x86eb7a64e1936ac0a17debd6027a7c4b827f9fcc099f2497c7616d4af354e68b,2023-03-15 15:46:00
18,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,624712860,367795685098782759,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x2d7141d12c3ee708424ac4b6be11d87b0d058ea703731bf348f142904d1b4b2e,2023-03-15 10:25:00
19,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,505593548,294477679638215253,0xd291328a6c202c5b18dcb24f279f69de1e065f70,0xd291328a6c202c5b18dcb24f279f69de1e065f70,0x901678bb340419ff5e1c41ad4916d90d582e6b3493dba6eac2383f9ebf212ad8,2023-03-15 01:50:00
20,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,15246346289,9076312901689538605,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xdd6907c3efbb35436a0f5ddd7fa99b780635149f497e9aab06f3e3efde8727d1,2023-03-14 07:44:00
21,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,4099534250565,2465642176660532076615,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x1601a79aee1c73f3c5b8fda11819ce4e4890b8c24a45c098d28b623ddb638ba6,2023-03-13 16:35:00
22,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,106625050,64630639029527023,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x39836e3490130032c6f94b603027cdb1ffdc998518793c8cdddd72cfb83769e8,2023-03-13 14:39:00
23,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,7043741082,4357952343442922434,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xefd9429adef10f919fffbd386ecdb30150bcc8a71b4698d369c633f431cf0d6b,2023-03-13 05:26:00
24,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,3612291553786,2297626579291710771468,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x8f7f162c69c0e45e37778e47fe03fed572569ed2fcc546af26d0aa3e22485009,2023-03-12 17:42:00
25,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,6635032376,4326988802527811097,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xa3434bfa35d4dc42dbf0027d41b9d9b3d7993d2b9508e9a9cba0a76bd83b9d84,2023-03-12 14:34:00
26,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,103107689810,67346811435963674753,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xec7e7120990774704af40fe5e99df7c6cc2d041a4c0254272a3fb5c6ca0ffe16,2023-03-12 12:40:00
27,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,1523801595,991201271048490119,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x26bdc070b221c78902bbf95a9b9f8911135534e503aac297c093f3d3638ec47b,2023-03-12 12:10:00
28,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,7546589928448,4877879444267173277838,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x827fa0e23b528ddddaaaaf04abd962cde62404804bc740c273f89dd59dc236f0,2023-03-12 09:22:00
29,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,851643576,551990935971813835,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xd8b945f09c45eb48aed8ab66617e1a28613a12bf023823eca3eb4444842c13a5,2023-03-12 07:13:00
30,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,8364054854,5468856494172500807,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xdc2fe4aae96ae18936ff388d636045e133f9abe101fee43e5d07877a7555a93f,2023-03-12 00:32:00
31,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,499999999,326628630868674842,0xd78f16a7ce7cf08292da1aa6fd595d06bbae2939,0xd78f16a7ce7cf08292da1aa6fd595d06bbae2939,0x1d95e13be37defe72a743a7c049f7691faca6417e6db4e4c86c784a2d9402a73,2023-03-12 00:17:00
32,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,75000000000,49686819038815052942,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x70984ddfffce43d593742cddecc3d58c4a3d05e04af025960ba109fa60e25d31,2023-03-11 20:32:00
33,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,90580400420,57746413050203584249,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x49b82ae97a4de925656a33c23858258fa4b0296988ce85aab6c30bd60a897e62,2023-03-11 16:04:00
34,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,25006660389,16001389573902315912,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xa7cde389515c728b1a431b4c0073c4a0604314d66e7eabf075f0517f00724bc6,2023-03-11 16:02:00
35,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,14452158254,9214444661604286370,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x9d17ce3cce1232cf32187bddca27871542de04455af4af8fe7c0bc15c026693e,2023-03-11 13:20:00
36,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,807274248,503090518631282466,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xa3351975fa0bdaccd2ddcccca6c347e998c2e6087d750751ecd33f7d5823af4b,2023-03-11 11:09:00
37,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,18036514881,11463445720171377894,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x504206cedc2c78d77b8b2975297133e28aff33a7a1936982dd46fd73f3d85aa7,2023-03-11 09:19:00
38,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,6008962124097,3730019832001158139131,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xe3c32a0a6cc115a46d3ba8898af4bfbff3a31222a6071b0bb66b0c951ab76960,2023-03-11 08:16:00
39,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,60508228375,37793472195464756234,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x2d9e0d15b10d597ca5edb579c90e36201bf840f5dc4944e937894743aa457f39,2023-03-11 08:12:00
40,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,23762715520,14665962501301037115,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xde0f7b7865887b54673a8f126b7658a013035ccb6a8541b323a43ca126066ccf,2023-03-11 06:46:00
41,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,50806995226,31784807260521897100,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x4fcf2911b72564f5aad9adec78327c25689643b2f829220300d9d3ef5592dc91,2023-03-11 06:34:00
42,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,79458760497,50624712886177400333,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x8f3bbd2a3a13c1ffab7a5bd78d0e42442c0ad39d6f134cd9610c26a8671a6dd1,2023-03-11 04:14:00
43,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,4300167355,2752087654991545404,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xf3ee415ae55ea78621effa99b72f17d231fa8a3bc308cf7ffa0f8c44976a4aa3,2023-03-11 03:51:00
44,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,617187235,395518206123290045,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x37b3d790c5b18581ead730b9284fca1c96f8dae1738e679953c82fc0138cf7f4,2023-03-11 03:44:00
45,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,74714094393,49065784836951383688,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xf7c6b8e73a8ba1159874041453b2db1f287926acec21b0ae793002f59768967a,2023-03-11 03:31:00
46,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,44607347292,29841470736714643393,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x9993f66a5aa7af4c251fa370cbe24a0f00e57e5fb76f2268803ef979bf6a876c,2023-03-11 02:50:00
47,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,37440726279,24783513797603247034,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x312d19c11700d5b4bb0ed3b7b51d80bb6cbb706ebedf875e979135d55df0f6f6,2023-03-11 02:17:00
48,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,44245621201,29197907639169161489,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xcfb5f5dcd31098379c9977f5ffc5f243144f05d18d7123c52756a486a4895e24,2023-03-11 02:00:00
49,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,39794277400,26745515316680135040,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x9961ed090769269c82d251b727b4c670065c6d82437a2b8a085341d867bce8c8,2023-03-11 01:40:00
50,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,32844602015,22318469987549368893,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xd761faf0267852121222c824b2af2fe1169f523ea3702c26ff5a075ea76b9ee2,2023-03-11 01:18:00
51,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2432818071,1678825800696813465,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x2d3889867eef8497ede82f5e02a205bbcff3c648f51db03d0c88c536aae356ab,2023-03-11 00:59:00
52,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,4571753381,3154388756592049367,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x51e38652648e1276611ef6482f57dd0647e735e0f4ba107b8e7215e4c0343517,2023-03-11 00:28:00
53,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,20242155168,14148118769653656533,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x0ebf37a370e4db67e692fd1c379c0b654ded2085ac29ea77015cad771f522576,2023-03-10 22:38:00
54,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,46300954270,32388202595171767916,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xd9fcd59836383b8954e8001da675e0dbc193ceb44992b13876bcac0082a34c07,2023-03-10 22:17:00
55,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,49984368,35776761942407144,0xa5644e29708357803b5a882d272c41cc0df92b34,0xa5644e29708357803b5a882d272c41cc0df92b34,0xe9059c1a3b9cfc97ce804a7b0f00e96c3e7d4becef8bd27dad328f83365a062b,2023-03-10 10:19:00
56,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,9992220,6962478194610528,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x050b446a358f0fcf8d027cd0a2565837d60a9953401a80a7d6b0861969956896,2023-03-09 23:02:00
57,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,630857480826,411701946918915859223,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x85b8e8e1db4d00573d258f9d690ab8ffb82d08331f738642a6e2ab27a2fa2de2,2023-03-09 09:08:00
58,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2312402342,1500373342601492503,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7769f4b2f7dc380cfad39ce071dd8827b2c98a6114f9f6f8cc7ed0cf27a93da2,2023-03-09 06:27:00
59,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,1000105,652621867454923,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xed1bdff571945f1edd9a2fb40d9ad8a52fae73c9a37280c905e2fbaa7b36293b,2023-03-09 00:18:00
60,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,76011876207,48763874309765935119,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x3e1ebfeef828d71e721cbd9f5709eaac57abfdeed3df4b193ba6f5ebd6fed336,2023-03-08 17:27:00
61,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,176916260,113166660101711493,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x47c8b797f1ca34b6afbce61f25662091963d1d5aa70e67fd6964b18d28675c1f,2023-03-06 10:31:00
62,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,29985713234,19209640721386684020,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xa4ddaff0c5bcc41b11386af4488a6ac5f2c3ab03,0xc4500ab5297ae2b479f863294a3c95446f3c2aa7ccf2aa2ffea0581b70a0705d,2023-03-06 08:46:00
63,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,10935437646,6999999999999983503,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xa4ddaff0c5bcc41b11386af4488a6ac5f2c3ab03,0x374c258af09dd56450a91868d6273b4739a5b2ed3eba5f852271e0bcfb6d7526,2023-03-06 08:32:00
64,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,75502712424,48363522310688614341,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xddd4682a63c2fc1bb197ea97c1ce1048be241c444f00ac19ca93b078c327ac6b,2023-03-06 02:35:00
65,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,63501632407,40661026484369957172,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xf1df082eee42bf2ccc30a74cac9f9b38fd9957d19cea939fc6a2e5854c4d3432,2023-03-05 23:24:00
66,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,375345835,239411970602278401,0xa5644e29708357803b5a882d272c41cc0df92b34,0xa5644e29708357803b5a882d272c41cc0df92b34,0x051549874391253ea40c6fcf8efb711f1ce6cf7222841d1df77a307e6a6632df,2023-03-05 20:25:00
67,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,20195122462,12856499652365449360,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xbdf31b429ea3ec28b982761e05b9906941bf1d3accf2d3f0f7ea9ad546a649cd,2023-03-05 18:29:00
68,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,449984,286475466386339,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xe94075bd0cb3ac4ffc0c990f106a88354c7a7ae73461ff670ca6852af10eea97,2023-03-05 17:51:00
69,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,9998238,6364337806878448,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x033f08b8a45b5cfbae58af3fd42faaa29c5f1f34b8cd981865dd7eaa8125e4bd,2023-03-05 17:30:00
70,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,390593,249661821872991,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xdcec4077839db11ad9bbcc5bcdacae160d7a7e9958bd0806753dd9b302b31302,2023-03-04 16:44:00
71,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,187467,119825504913000,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x8e55c7675a1200f6e07962ac45dab6b698f5354203a1421371f4d9daf28f8d30,2023-03-04 16:41:00
72,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,249965,159761706196400,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x33d3090388db781896b87543e5c9da2b0d22dd3e966a1d7dd5696ce10f327341,2023-03-04 16:30:00
73,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,9385238,5998111503698658,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xb88d28911b4aaf1dfa63943db457e7d24337dd14c46b519362a339d8f2cc0eff,2023-03-04 16:23:00
74,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,803116558,511698272714614589,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x8c46ec3d995fc8654d51ad5fbe72d99e4521246de0f8c59e704821aa26337141,2023-03-04 11:55:00
75,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,43976694029,27999350018470315992,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x49fb4a36102a3e00525a507f2dd0bce07b8950e27af866e2a79f3ca5680824b1,2023-03-04 08:30:00
76,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,392424223,249798056680775646,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x16bd6e75113de9c12a9e7d6f21401c373e26747cb8a022e6a338ad6ba30f90b0,2023-03-04 04:56:00
77,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,21051532,13369021131225164,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x6641bb0f0313dee801dd7cbb3004d8c36e88333bb39a5ffcedffcea5849155a9,2023-03-04 01:17:00
78,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,1534719742827,985526551000044789329,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x04a93d601447121b8175689961f31deca8d7c8bfa4900021f5238cde59c3c01e,2023-03-03 21:40:00
79,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,701174172,447159652326852427,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x69d0ab641227627cdd5834d12c920aff6c6a398556fae748b4cba33e4221ccd6,2023-03-03 08:18:00
80,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,12406146613,7571815786000805561,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xfeb1ec6104cf8a3acc15eb191bfab0f28e824792b6e44104716f3213fa8aba9e,2023-03-01 04:10:00
81,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,177912887,110764201747742227,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xaa046316e35bc504fb145544f2550650e8637291cf162d0579ca3c4c57f01d10,2023-02-28 22:14:00
82,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,15324319024,9415205187786848574,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x421fb9bb0b62e5fc565f2db145347d9bb0b0d6e3556c71fc2cee2a10853c3acb,2023-02-28 20:37:00
83,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,16313361,9964843158100821,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0xc21261a708a4f297f332340917b1505022d2d5b7400d2162a8a097bbe94261b3,2023-02-28 17:11:00
84,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,9937155483,6049016079200413961,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x052d7698325f998a06ceca39bae4eee5296d350b593c1f52ea69c158396593a9,2023-02-26 21:37:00
85,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,15641390220,9589686613578272141,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x6f4bd83c688eb15ea6c617b6c436c05dedc2abe1562ac0d63893fc674a8dcae6,2023-02-26 19:40:00
