,address,tick_lower,tick_upper,amount,amount0,amount1,owner,sender,transaction_hash,block_number,timestamp
433,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,202260,203040,4139731539394879,1500000000,3081766649658840167,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x98974d69b8b9668601fc8cab5d6ce72fb9a2625dbbcffb3dab589391f8faf482,16784201,2023-03-08 14:42:00
434,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,207660,209760,3310833354585967,10220000000,0,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x25ea0a76ec45cc8c83c5519db13981381f8283cafcf736b7ff8bae258e57ac4b,16784170,2023-03-08 14:36:00
435,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,202260,203040,1109037259650747,409916597,820407771879440845,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xce0933c96434eebef3a99a898e9094ea734e313941b94120a36c9d131923c262,16784068,2023-03-08 14:15:00
436,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,202500,203040,7302965627061635,3055473847,2999999999999999662,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x01bc3360be47ec11639e4f2f1a67dc8313933c09e045b883a46a8ee23843a915,16783897,2023-03-08 13:40:00
437,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,202800,202860,308059961869920204712,20778885672849,10055083305389553260404,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xa186d31ab7c150b67d8c833a0c688c97b017926c612e027909e062b7b8fd7581,16783761,2023-03-08 13:13:00
438,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,202800,202860,150998435651934426378,11782695115843,3901621148301488099988,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x8a250e6d9846198ba4402b1f9d97e55fc8bfd559984f3077ff9bfa75e7435ed4,16783756,2023-03-08 13:12:00
439,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,202800,202860,385980911928216005493,30426177649673,9775791054107344828024,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xe117ceaedf0f0973231835a37beee5b20808bff5b0b8b3916ad3f9fea65b6415,16783380,2023-03-08 11:56:00
440,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,207660,209220,4455747924760721,10354110245,0,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x5a30defa69d10974fa173a14d7207bd7900d92386b723cdf4688009cb96714e9,16783197,2023-03-08 11:18:00
441,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,191160,203160,11166257078877,6937689,125355605761314585,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xbecbba7d8d6d1f6c4047a2f5dd97b2aa6892730ee787e6a841d2ba33dfbcd4c3,16782564,2023-03-08 09:11:00
442,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,202800,202860,238050354484605257777,8420368206112,12683658551779471999965,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x5c17c57a891d4aaa0b35fac31f95ead5db2fc8434509765fb2a03401f78f5dde,16782005,2023-03-08 07:17:00
