,address,amount0,amount1,sqrt_price_x96,liquidity,tick,sender,recipient,transaction_hash,block_number,timestamp
10,0x3416cf6c708da44db2624d63ea0aaef7113527c6,-1066412913,1062382831,79074364894693707146078733702,11254944773943059,-39,0xd1742b3c4fbb096990c8950fa635aec75b30781a,0x86a3e83cb707653892eea2011d55f275d0ac85e8,0x8d343eed1bec786955c8ca1d396b591c3078cfd8cfa13fe2e2c8210df30fa964,16871257,2023-03-20 20:27:00
11,0x3416cf6c708da44db2624d63ea0aaef7113527c6,-721392847,718667831,79074429689798294024994117486,11254944773943059,-39,0x6d8e9bd8f845f51a224e216b6dd25d5e593d8dd3,0x6d8e9bd8f845f51a224e216b6dd25d5e593d8dd3,0x9d9324f30de7058a6ae279448e7de1ed92ea6b62e0c10d7c8bbd931d19880481,16871258,2023-03-20 20:27:00
12,0x3416cf6c708da44db2624d63ea0aaef7113527c6,11000000000,-10956246611,79074352564294392239774352556,11254944773943059,-39,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x8cc7a5b83170952bd0c013b2ca0bc008e0b852ad,0xa59d1501520b65d88433f826e264f706f7b889b82db3cd62ea883d9fb57ebea1,16871259,2023-03-20 20:27:00
13,0x3416cf6c708da44db2624d63ea0aaef7113527c6,-825909363439,822604260111,79073973314076816124783699096,11254944773943059,-39,0x280027dd00ee0050d3f9d168efd6b40090009246,0x280027dd00ee0050d3f9d168efd6b40090009246,0x0ea5d37156e0aea3cdefbf67cfd1a4bc2a7f317cc94dc5f4c6ddf4dcf2651bc7,16871252,2023-03-20 20:26:00
14,0x3416cf6c708da44db2624d63ea0aaef7113527c6,1109160540307,-1104568352572,79054520839074030974503265248,2616885183570459,-44,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x6e011d45803acee0785bd46ed0604bb45e55d7f2,0xbbe049fd3d70e4ff91e5e86e20d5640ded7e75be09376141b3bd6117ad521767,16871252,2023-03-20 20:26:00
15,0x3416cf6c708da44db2624d63ea0aaef7113527c6,-54777374358,54570094861,79074357416894024037846799725,11254944773943059,-39,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x0e29fdbe3b51b5c151e98e4175c82bbd3808a3f46d9902cb5fc2f6740a10d48d,16871255,2023-03-20 20:26:00
16,0x3416cf6c708da44db2624d63ea0aaef7113527c6,8671000000,-8636859473,79075958753786427813357438643,11254944773943059,-39,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0xcc31280ae0e81e1f8355f468face6b6856e6e6df,0x13549e5b78b39801ddabe933fb90eb3eb9a85f9ce41ff46f2c9e46ae6563503f,16871246,2023-03-20 20:24:00
17,0x3416cf6c708da44db2624d63ea0aaef7113527c6,-459666359090,457741879192,79064875425068998327823912526,3030876875954151,-42,0x80d4230c0a68fc59cb264329d3a717fcaa472a13,0x80d4230c0a68fc59cb264329d3a717fcaa472a13,0xbbf7e1af5b32e0387646c573d3232061d055a2dbc20caacdd7b5c050995c6edd,16871244,2023-03-20 20:24:00
18,0x3416cf6c708da44db2624d63ea0aaef7113527c6,1232555750988,-1227417352340,79049683085592517375361317207,1543604994189405,-46,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x6e011d45803acee0785bd46ed0604bb45e55d7f2,0xfa1d4cd54bf563616a97bdaa644a9828ddfbd33e96a645d246cd0e04f85a6b71,16871244,2023-03-20 20:24:00
19,0x3416cf6c708da44db2624d63ea0aaef7113527c6,-213663038889,212860999968,79076116179364741978063206985,11254944773943059,-39,0x280027dd00ee0050d3f9d168efd6b40090009246,0x280027dd00ee0050d3f9d168efd6b40090009246,0xaf06f642ba404b80e7ef5aba36003b47d7557e73b4184c1d843d46ecb6e3857d,16871242,2023-03-20 20:24:00
20,0x3416cf6c708da44db2624d63ea0aaef7113527c6,-758986677216,756070249468,79076019552175023325468586526,11254944773943059,-39,0x280027dd00ee0050d3f9d168efd6b40090009246,0x280027dd00ee0050d3f9d168efd6b40090009246,0xf1df0b62cf42cce897cb048355ac7f85ae0e534b45106a79edb5c57a504e937f,16871246,2023-03-20 20:24:00
21,0x3416cf6c708da44db2624d63ea0aaef7113527c6,1232702288606,-1227883502316,79071444323499092942619258205,4536159049452845,-40,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x6e011d45803acee0785bd46ed0604bb45e55d7f2,0xeb5cf5050210229298063c3c0d87ac68d57fa64b22a8f8c509a176de48185a20,16871234,2023-03-20 20:22:00
22,0x3416cf6c708da44db2624d63ea0aaef7113527c6,-1003787008,1000000000,79074617913511064610402237893,11254944773943059,-39,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0xf7229585617aa3eb76cd6993e9a6999ffbbb815109eb3c9942d6106507531634,16871236,2023-03-20 20:22:00
23,0x3416cf6c708da44db2624d63ea0aaef7113527c6,-422987126526,421448989623,79081508422213457105953493628,11258427151277703,-38,0x280027dd00ee0050d3f9d168efd6b40090009246,0x280027dd00ee0050d3f9d168efd6b40090009246,0xbc12a57c65ac5a560d9ca0927568f7c6bad5eddfd13aec946174b4b97252adbe,16871233,2023-03-20 20:22:00
24,0x3416cf6c708da44db2624d63ea0aaef7113527c6,-248843673728,247896911832,79074610874805740936132374291,11254944773943059,-39,0x280027dd00ee0050d3f9d168efd6b40090009246,0x280027dd00ee0050d3f9d168efd6b40090009246,0xba0bde9930de2551734477b773ef8d33bbfd8b5a32b9bd4998a503ddef89859a,16871236,2023-03-20 20:22:00
25,0x3416cf6c708da44db2624d63ea0aaef7113527c6,-172881134875,172243375966,79078542884529569587726575301,11258427151277703,-38,0x280027dd00ee0050d3f9d168efd6b40090009246,0x280027dd00ee0050d3f9d168efd6b40090009246,0xa23c12c657498bfee14d82cfaf05800c2a2d4203da729ab0444302a3e8552a21,16871227,2023-03-20 20:21:00
26,0x3416cf6c708da44db2624d63ea0aaef7113527c6,-164880239481,164267075849,79077330750380496415978029474,11254944773943059,-39,0x280027dd00ee0050d3f9d168efd6b40090009246,0x280027dd00ee0050d3f9d168efd6b40090009246,0xc7e212439f350d31f682f6a15b227d5a66f7a78255787054f8b0d02c60167403,16871223,2023-03-20 20:20:00
27,0x3416cf6c708da44db2624d63ea0aaef7113527c6,-305700319792,304550759137,79076174522839216576653761105,11254944773943059,-39,0x280027dd00ee0050d3f9d168efd6b40090009246,0x280027dd00ee0050d3f9d168efd6b40090009246,0x947393e6af17fb9b628240fe8b4374b8aaecf290ad8a5f5e1ab25e3a3c3c6f28,16871220,2023-03-20 20:19:00
28,0x3416cf6c708da44db2624d63ea0aaef7113527c6,-453176872366,451546831285,79083179761782544094626470392,11258427151277703,-37,0x280027dd00ee0050d3f9d168efd6b40090009246,0x280027dd00ee0050d3f9d168efd6b40090009246,0x374ff59f13484c4fd8a1800024d913b6026c193ec4f9409c5b42cf795bb7065a,16871213,2023-03-20 20:18:00
29,0x3416cf6c708da44db2624d63ea0aaef7113527c6,1319772807948,-1314661701178,79073926990931712144005055514,11254944773943059,-39,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x6e011d45803acee0785bd46ed0604bb45e55d7f2,0x63cf02fa273e9708009e6dc514592e5d9cf5548dfb1b905979a5d8b9c0abb8d7,16871215,2023-03-20 20:18:00
30,0x3416cf6c708da44db2624d63ea0aaef7113527c6,-359350915,357989890,79074030879789550541969706263,11254944773943059,-39,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0xfad57d2039c21811c8f2b5d5b65308aa99d31559,0x1662098ab07be2cda8c3a5b7393f6f3364e5d4aabe4080ef9d1dc2a97465e276,16871215,2023-03-20 20:18:00
31,0x3416cf6c708da44db2624d63ea0aaef7113527c6,-14456436515,14401664488,79074028360004209720160642840,11254944773943059,-39,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x1bf9a2db9eb75bd2b0e9568b859fe08f349581d0443072acd83e572af04303d1,16871215,2023-03-20 20:18:00
32,0x3416cf6c708da44db2624d63ea0aaef7113527c6,176143573206,-175470588436,79080002439788223851220402893,11258427151277703,-38,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x6e011d45803acee0785bd46ed0604bb45e55d7f2,0xaf3a92c4517e7e9d5d912099325b3ec9f37ecd70b4318e05bbde6301c1bc6e06,16871206,2023-03-20 20:16:00
33,0x3416cf6c708da44db2624d63ea0aaef7113527c6,2078252074,-2070344487,79081237267007898019517362627,11258427151277703,-38,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0xad8dcda3df80a524db2824422caa99e4c0a7dd4e,0xcb717d8e4efcba4996698205d5c438c40ddafb61966f1cd2f26c6e65f3fec60a,16871200,2023-03-20 20:15:00
34,0x3416cf6c708da44db2624d63ea0aaef7113527c6,4838957938,-4820549038,79081251836502133404868352937,11258427151277703,-38,0xe592427a0aece92de3edee1f18e0157c05861564,0x41b11dce803d41eab4f2d75b9c7cb0e78991d5b4,0xf3ba701259f066d2a15cc0f598f6da90ec0b81cad2a9712c6e9f119def7e9db8,16871184,2023-03-20 20:12:00
35,0x3416cf6c708da44db2624d63ea0aaef7113527c6,197764013538,-197015196275,79081285759823524660417692980,11258427151277703,-38,0x280027dd00ee0050d3f9d168efd6b40090009246,0x280027dd00ee0050d3f9d168efd6b40090009246,0xe39c392c1caabd0fb8b9049f64e41737ec21eb4a08dafb4bb2d053c0af61c951,16871180,2023-03-20 20:11:00
36,0x3416cf6c708da44db2624d63ea0aaef7113527c6,411576961633,-410040708447,79082672201444413842237898059,11258427151277703,-37,0x280027dd00ee0050d3f9d168efd6b40090009246,0x280027dd00ee0050d3f9d168efd6b40090009246,0x15f5d5c45a103dd95e148c9e05b1f9cdf157e44f162bc061c0acc8d3163bc3ef,16871174,2023-03-20 20:10:00
37,0x3416cf6c708da44db2624d63ea0aaef7113527c6,3978030000,-3963327600,79085557752991695029103444150,11258427151277703,-37,0xe592427a0aece92de3edee1f18e0157c05861564,0x41b11dce803d41eab4f2d75b9c7cb0e78991d5b4,0x8bacc3e79150957601ad4a10af3d39811855463aebef6d3f9261e5797ca64a9b,16871163,2023-03-20 20:08:00
38,0x3416cf6c708da44db2624d63ea0aaef7113527c6,-119337963445,118919468948,79085585643847054929145787306,11258427151277703,-37,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0xb664765c3bfa81ff34fc88deb6e157045171e9867bdbec83f12279a57dbaede7,16871155,2023-03-20 20:06:00
39,0x3416cf6c708da44db2624d63ea0aaef7113527c6,2859779443,-2849151419,79084748863654917391361796061,11258427151277703,-37,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x68c05cb76f29168e6b64bb64c552aa68ea52d84a,0x3985e417a5fb67a0710a64b72e4baaab7675077921f7204ddff98e4159e99a21,16871151,2023-03-20 20:05:00
40,0x3416cf6c708da44db2624d63ea0aaef7113527c6,15130622599,-15074415517,79084768913794130913842458161,11258427151277703,-37,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0xdcdcdafbc561ffe193a4ef5f85bc527c0ca87a25,0x8b0c7088c14980568fc04fa3cc7a7ee92e3e2a6afb1dbda26adda64fa6e742bb,16871147,2023-03-20 20:04:00
41,0x3416cf6c708da44db2624d63ea0aaef7113527c6,60564950,-60340044,79084874995951647477523642721,11258427151277703,-37,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0xbc7aff5b78cd83b0624f44f8e4c08c11214c0e12,0xcd0a994bcb991504956350c49a02facf3bd58b96d119f2a8e8c985b30a961a15,16871134,2023-03-20 20:02:00
42,0x3416cf6c708da44db2624d63ea0aaef7113527c6,-172687135895,172077651834,79084875420578533992738581458,11258427151277703,-37,0x280027dd00ee0050d3f9d168efd6b40090009246,0x280027dd00ee0050d3f9d168efd6b40090009246,0x6618ba257d0832608068af0fb90988ed488f35911cbd9a6eef6534b2836e7ade,16871131,2023-03-20 20:01:00
43,0x3416cf6c708da44db2624d63ea0aaef7113527c6,149880269619,-149321109483,79083664591335538987601081538,11258427151277703,-37,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x386ff06e8f928be5ad16f7093a9381d38bdc83e3,0x11aca5987047ef310bf5a97817d1bce1fd832f8c98d4cd244d3b0cec6341932e,16871127,2023-03-20 20:00:00
44,0x3416cf6c708da44db2624d63ea0aaef7113527c6,12800000000,-12752430798,79084715398608169474358345087,11258427151277703,-37,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x13d865f0b5e13454cf09f7bfce7ee5b3b183f3ad,0x4cca7e1c79a1908f8ef331b15903d20c0d10201204d243d50c9529087ac7fbc9,16871123,2023-03-20 20:00:00
45,0x3416cf6c708da44db2624d63ea0aaef7113527c6,1016348794,-1012572932,79084805140420786506022706043,11258427151277703,-37,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0x30c5312d9cf0d873994f000e72f1cbf561d0209c,0x260304d0360ac1034329ba9afd39268d021d3254d136e5fe79c7502b18911001,16871099,2023-03-20 19:55:00
46,0x3416cf6c708da44db2624d63ea0aaef7113527c6,2532628067,-2523219834,79084812266131312435393118598,11258427151277703,-37,0xe592427a0aece92de3edee1f18e0157c05861564,0x22f9dcf4647084d6c31b2765f6910cd85c178c18,0xa9a8d3c85d721eca08cf4071b1c9e0b39137af69b89d371f50e0ed48db10d006,16871092,2023-03-20 19:53:00
47,0x3416cf6c708da44db2624d63ea0aaef7113527c6,1273258336,-1268528850,79084830022614382604505073311,11258427151277703,-37,0x7122db0ebe4eb9b434a9f2ffe6760bc03bfbd0e0,0x1111111254fb6c44bac0bed2854e76f90643097d,0x0d3d142201e48d82f315c03ce7e5560762e0a9119e380b1f7bb0a8656abdeae9,16871089,2023-03-20 19:53:00
48,0x3416cf6c708da44db2624d63ea0aaef7113527c6,11000810195,-10959959897,79084838949546058317343940448,11258427151277703,-37,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0xffc2b951311f6ed73c3263a9e02be8bd5bc93812,0xf80d098c104c0d537731d3f79153d136323ae828c10d2c214cb76993e673b350,16871086,2023-03-20 19:52:00
49,0x3416cf6c708da44db2624d63ea0aaef7113527c6,-2871691104,2861601750,79084916077325295297746339963,11258427151277703,-37,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x2c9feb6211a681da457a0e949d70fd6c5d46db3863d11ce398220defdaadead1,16871086,2023-03-20 19:52:00
50,0x3416cf6c708da44db2624d63ea0aaef7113527c6,-5040457552,5022744964,79084895941584001793663314900,11258427151277703,-37,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0x8fc924a027989fe23ffecb7f7a8925d1bc3dc764,0x553ad705b74a2d610ee4b93c08096ab071a3807520d5d74df98a292c6e4972ef,16871070,2023-03-20 19:49:00
51,0x3416cf6c708da44db2624d63ea0aaef7113527c6,58317016584,-58100738292,79084860598897620862515994235,11258427151277703,-37,0xe4000004000bd8006e00720000d27d1fa000d43e,0xe4000004000bd8006e00720000d27d1fa000d43e,0xbf8ce7f3fa4fed3f9ba34cd36300ef47db7fd9111c3d6154248c8c17b5dfe274,16871068,2023-03-20 19:48:00
52,0x3416cf6c708da44db2624d63ea0aaef7113527c6,-401420834997,400000000000,79085276421364708673683684039,11258427151277703,-37,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0xfffb757aff8a032c71cbd58352fe36560bc07273,0x7e47e92574e4e16cfbf1c449e0d14083279912f7da7db4353954a90c9d329bdc,16871063,2023-03-20 19:47:00
53,0x3416cf6c708da44db2624d63ea0aaef7113527c6,991860000,-988186719,79085269467265621529878755621,11258427151277703,-37,0x1111111254fb6c44bac0bed2854e76f90643097d,0xe98ad4e74f9a44ccda6d9df4980905cc155c8280,0x1f5b283c384d3d2a3ccbdf7417dfd98e576eee87083657fd2496784d62c32630,16871063,2023-03-20 19:47:00
54,0x3416cf6c708da44db2624d63ea0aaef7113527c6,-1605740716,1600000000,79082461810100327136409396152,11258427151277703,-37,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x8ff00ddf2e064a2285f02034b5c140085e6b08f48c799a0458c3a8112d87e9d0,16871058,2023-03-20 19:46:00
55,0x3416cf6c708da44db2624d63ea0aaef7113527c6,19825000000,-19750204512,79082450551655269610260299001,11258427151277703,-37,0x1111111254eeb25477b68fb85ed929f73a960582,0x74de5d4fcbf63e00296fd95d33236b9794016631,0xf8ec5e4455503f9d78a8590c2a24f62194c95514fc34bdb838cead759d45e9c0,16871056,2023-03-20 19:46:00
56,0x3416cf6c708da44db2624d63ea0aaef7113527c6,-1500000000,1494642163,79082589538424181788303092419,11258427151277703,-37,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x2f2ab474e77959f5a3311f3ee9ea2092444b01d3,0x0d0483c06bec0689408928830f90f6dec9268c11f392cf41f82da153dfe7b187,16871051,2023-03-20 19:45:00
57,0x3416cf6c708da44db2624d63ea0aaef7113527c6,-179943907527,179298282971,79082579021332520798787590675,11258427151277703,-37,0x280027dd00ee0050d3f9d168efd6b40090009246,0x280027dd00ee0050d3f9d168efd6b40090009246,0x92743585828b57188bc637a067efa341f4ad31f8db760bab45a415874ffde500,16871049,2023-03-20 19:45:00
58,0x3416cf6c708da44db2624d63ea0aaef7113527c6,17565701241,-17498924605,79081317383915189632849098905,11258427151277703,-38,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x62e3897fe6242e10dd34160d920778ec9e2b31e7,0x5089af5169d7c3badaaffbd47f8238b7646bb09e7c96b906b2acede951401163,16871048,2023-03-20 19:44:00
59,0x3416cf6c708da44db2624d63ea0aaef7113527c6,89265441676,-88921655141,79079091463879218285409495991,11258427151277703,-38,0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x8d08d8a3b0390f3e009ef5bc726b44dcdbcdcce4992ade1590344fe625531001,16871042,2023-03-20 19:43:00
60,0x3416cf6c708da44db2624d63ea0aaef7113527c6,-335054856336,333838502798,79081440527905362012567797777,11258427151277703,-38,0x280027dd00ee0050d3f9d168efd6b40090009246,0x280027dd00ee0050d3f9d168efd6b40090009246,0x4516811662874887ee70cc64a4d2e3ca5436446b9c4e09d034dd3118eec02ac3,16871043,2023-03-20 19:43:00
61,0x3416cf6c708da44db2624d63ea0aaef7113527c6,1150001180,-1145581380,79079717226185968543564998534,11258427151277703,-38,0xe592427a0aece92de3edee1f18e0157c05861564,0x7510ba3a0cab2d07b8563be13ced76cef1de71e0,0x78282a38eacf38d317bcd69134d739587cbe205bea47c2568f1c75b86827eb00,16871041,2023-03-20 19:43:00
62,0x3416cf6c708da44db2624d63ea0aaef7113527c6,1212198910,-1207540319,79079725287907783454782632286,11258427151277703,-38,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x244b4513a8b87c1abe114dda9e3203e2ae2527a5,0xf520acaa61b648b1ae0f86d2fb6aee3a48ed146e67ea6d14c87ea81a6bd714ef,16871030,2023-03-20 19:41:00
63,0x3416cf6c708da44db2624d63ea0aaef7113527c6,1513535410,-1507714242,79079605884219363886653793159,11258427151277703,-38,0x7122db0ebe4eb9b434a9f2ffe6760bc03bfbd0e0,0x8dc4949cfc3c8d9dedd3611adebe4633874bfadc,0x9e90855fb57b0965e71d2bc453a5049ec5999d50e0c13cb9ec059699c2ac8f38,16871028,2023-03-20 19:40:00
64,0x3416cf6c708da44db2624d63ea0aaef7113527c6,-21371970716,21294068652,79079755720533094020477535134,11258427151277703,-38,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0xe1b1458c33e20a893d93dbcf005b4d6b53b1199dbf611628c886b16bc9f657a8,16871029,2023-03-20 19:40:00
65,0x3416cf6c708da44db2624d63ea0aaef7113527c6,3129000000,-3116976168,79079733785649020328399741752,11258427151277703,-38,0x3b3ae790df4f312e745d270119c6052904fb6790,0x49cc85813b9cee989fda8da335c75d70dd6ed1f0,0x28269b925a373361bd51fca1237626e1b51feaaf5443edbbbdc4662492f41499,16871029,2023-03-20 19:40:00
66,0x3416cf6c708da44db2624d63ea0aaef7113527c6,-12464850686,12419381665,79079616494354104829003808678,11258427151277703,-38,0x1111111254eeb25477b68fb85ed929f73a960582,0x7cea8a6da079dc7501d4eb2bbc937e70a2764cef,0xb2be2b9e291bd2abbcefbef08fe421c379ddb884bf0e1a13c494c035a6857d4b,16871026,2023-03-20 19:40:00
67,0x3416cf6c708da44db2624d63ea0aaef7113527c6,72334666084,-72056774174,79079529105025283288207612098,11258427151277703,-38,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0xf5fd99cb27a4dd146e3293a4dde917896c06c886,0xa68b646e3263d37dcd6958902b01c7ea937f6bed76696213990a075693bf0646,16871020,2023-03-20 19:39:00
68,0x3416cf6c708da44db2624d63ea0aaef7113527c6,1709955885,-1703402247,79080138543064494879881895175,11258427151277703,-38,0x7122db0ebe4eb9b434a9f2ffe6760bc03bfbd0e0,0x1111111254fb6c44bac0bed2854e76f90643097d,0xdd139c4d69fd6078176c2e5d5d925f1c4f4ca76e4e71bd0957eac380466b62a5,16871015,2023-03-20 19:38:00
69,0x3416cf6c708da44db2624d63ea0aaef7113527c6,-409280342,407793228,79080141412513022782539734944,11258427151277703,-38,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,0xd275d95b1ef0f2a8ffb8f81ddc945de26ddaca17913cf8311e0d2b3168f4ed80,16871018,2023-03-20 19:38:00
70,0x3416cf6c708da44db2624d63ea0aaef7113527c6,15010484102,-14952933310,79080036185253971702152362520,11258427151277703,-38,0x7122db0ebe4eb9b434a9f2ffe6760bc03bfbd0e0,0x7122db0ebe4eb9b434a9f2ffe6760bc03bfbd0e0,0xd289537468bd5eb8ceb867653d5babc50f5328a9755e88c95a99130fe4ed7a52,16871019,2023-03-20 19:38:00
71,0x3416cf6c708da44db2624d63ea0aaef7113527c6,140548359,-140009711,79080150530301099826885625364,11258427151277703,-38,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0xe2aced0d24aaf813cc343fd59136cfaebf170cca,0x1cbc458067780ce92b8b7eed1a9b46053b4030b81a6d81a6b3bcf83d861c58af,16871011,2023-03-20 19:37:00
72,0x3416cf6c708da44db2624d63ea0aaef7113527c6,9912500000,-9874519421,79080151515581903480534182788,11258427151277703,-38,0x1111111254eeb25477b68fb85ed929f73a960582,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x4a47e32be2b08f9dc9cd0d01f2950b23ca6063f6be002c7419c4494a22f43d67,16871002,2023-03-20 19:35:00
73,0x3416cf6c708da44db2624d63ea0aaef7113527c6,-105779019271,105394087109,79080291133213803221668200263,11258427151277703,-38,0xe592427a0aece92de3edee1f18e0157c05861564,0xe592427a0aece92de3edee1f18e0157c05861564,0x1ed28d3dcf4a7dd6dcca4ab2475a1be731e1955962b95c194677ebddb4016cd9,16870995,2023-03-20 19:34:00
74,0x3416cf6c708da44db2624d63ea0aaef7113527c6,10003643770,-9965331559,79080221004864815745906751536,11258427151277703,-38,0x7122db0ebe4eb9b434a9f2ffe6760bc03bfbd0e0,0x7122db0ebe4eb9b434a9f2ffe6760bc03bfbd0e0,0x5232ffb848f35453a73022dcb360a519e00ee770675a18e176582b5c022779fa,16870997,2023-03-20 19:34:00
75,0x3416cf6c708da44db2624d63ea0aaef7113527c6,-3512817131,3500000000,79079549524751864755210693899,11258427151277703,-38,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0xa7c7138f5da69b2b6d8524d3922a3a87ec161f4c8d411cc38929dab697ed7107,16870993,2023-03-20 19:33:00
